suite_name	timestamp	seed	model_name	experiment_id	dataset_name	evaluator_name	method_id	display_name	run_name	train_subset	val_subset	metrics_path	predictions_path	diagnostics_path	log_path
c1_main_results	20260325_075310	42	qwen2_vl	pets_small	pets	raw	rsev2	RSEv2	c1_main_results_pets_small_seed42_rsev2_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/pets_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/pets_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_pets_small_seed42_rsev2_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_pets_small_seed42_rsev2_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_pets_small_seed42_rsev2_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_pets_small_seed42_rsev2_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	eurosat_small	eurosat	raw	zero_shot	Zero-shot	c1_main_results_eurosat_small_seed42_zero_shot_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/eurosat_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/eurosat_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_zero_shot_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_zero_shot_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_zero_shot_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_zero_shot_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	eurosat_small	eurosat	raw	sav	SAV	c1_main_results_eurosat_small_seed42_sav_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/eurosat_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/eurosat_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_sav_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_sav_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_sav_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_sav_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	eurosat_small	eurosat	raw	rsev2	RSEv2	c1_main_results_eurosat_small_seed42_rsev2_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/eurosat_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/eurosat_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_rsev2_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_rsev2_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_rsev2_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_eurosat_small_seed42_rsev2_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	flowers_small	flowers	raw	zero_shot	Zero-shot	c1_main_results_flowers_small_seed42_zero_shot_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/flowers_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/flowers_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_zero_shot_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_zero_shot_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_zero_shot_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_zero_shot_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	flowers_small	flowers	raw	sav	SAV	c1_main_results_flowers_small_seed42_sav_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/flowers_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/flowers_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_sav_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_sav_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_sav_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_sav_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	flowers_small	flowers	raw	rsev2	RSEv2	c1_main_results_flowers_small_seed42_rsev2_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/flowers_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/flowers_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_rsev2_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_rsev2_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_rsev2_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_flowers_small_seed42_rsev2_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	cub_small	cub	raw	zero_shot	Zero-shot	c1_main_results_cub_small_seed42_zero_shot_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/cub_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/cub_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_zero_shot_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_zero_shot_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_zero_shot_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_zero_shot_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	cub_small	cub	raw	sav	SAV	c1_main_results_cub_small_seed42_sav_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/cub_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/cub_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_sav_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_sav_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_sav_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_sav_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	cub_small	cub	raw	rsev2	RSEv2	c1_main_results_cub_small_seed42_rsev2_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/cub_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/cub_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_rsev2_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_rsev2_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_rsev2_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_cub_small_seed42_rsev2_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	tinyimage_small	tinyimage	raw	zero_shot	Zero-shot	c1_main_results_tinyimage_small_seed42_zero_shot_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/tinyimage_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/tinyimage_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_zero_shot_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_zero_shot_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_zero_shot_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_zero_shot_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	tinyimage_small	tinyimage	raw	sav	SAV	c1_main_results_tinyimage_small_seed42_sav_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/tinyimage_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/tinyimage_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_sav_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_sav_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_sav_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_sav_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	tinyimage_small	tinyimage	raw	rsev2	RSEv2	c1_main_results_tinyimage_small_seed42_rsev2_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/tinyimage_small/train_subset.json	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/tinyimage_small/val_subset.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_rsev2_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_rsev2_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_rsev2_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_tinyimage_small_seed42_rsev2_qwen2_vl_20260325_075310.log
c1_main_results	20260325_075310	42	qwen2_vl	vizwiz	vizwiz	raw	zero_shot	Zero-shot	c1_main_results_vizwiz_seed42_zero_shot_qwen2_vl_20260325_075310	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/vizwiz/train_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/subsets/20260325_075310_c1_main_results/seed_42/vizwiz/val_subset.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_vizwiz_seed42_zero_shot_qwen2_vl_20260325_075310.metrics.json	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_vizwiz_seed42_zero_shot_qwen2_vl_20260325_075310.predictions.jsonl	/root/autodl-tmp/FGVC/swap/paper/outputs/20260325_075310_c1_main_results/c1_main_results_vizwiz_seed42_zero_shot_qwen2_vl_20260325_075310.diagnostics.json	/root/autodl-tmp/FGVC/swap/paper/logs/20260325_075310_c1_main_results/c1_main_results_vizwiz_seed42_zero_shot_qwen2_vl_20260325_075310.log
